brand,dma,wave,wave_close_date,attribute,top_two_box_pct,n_respondents
HoneyNest,US-NE,FY26Q2,2026-06-15,Modernity,39.1,308
MorningOats,US-NAT,FY25Q1,2025-03-15,Trust,66.1,292
MorningOats,US-NAT,FY25Q1,2025-03-15,Relevance,61.0,190
MorningOats,US-NAT,FY25Q1,2025-03-15,Quality,65.9,262
MorningOats,US-NAT,FY25Q1,2025-03-15,Taste,64.2,186
MorningOats,US-NAT,FY25Q1,2025-03-15,Modernity,57.0,185
MorningOats,US-NAT,FY25Q2,2025-06-15,Trust,67.2,248
MorningOats,US-NAT,FY25Q2,2025-06-15,Relevance,62.2,224
MorningOats,US-NAT,FY25Q2,2025-06-15,Quality,64.9,293
MorningOats,US-NAT,FY25Q2,2025-06-15,Taste,65.0,226
MorningOats,US-NAT,FY25Q2,2025-06-15,Modernity,59.2,291
MorningOats,US-NAT,FY25Q3,2025-09-15,Trust,66.3,305
MorningOats,US-NAT,FY25Q3,2025-09-15,Relevance,63.1,300
MorningOats,US-NAT,FY25Q3,2025-09-15,Quality,64.6,265
MorningOats,US-NAT,FY25Q3,2025-09-15,Taste,63.6,206
MorningOats,US-NAT,FY25Q3,2025-09-15,Modernity,58.9,264
MorningOats,US-NAT,FY25Q4,2025-12-15,Trust,65.8,306
MorningOats,US-NAT,FY25Q4,2025-12-15,Relevance,61.5,282
MorningOats,US-NAT,FY25Q4,2025-12-15,Quality,65.8,320
MorningOats,US-NAT,FY25Q4,2025-12-15,Taste,62.9,202
MorningOats,US-NAT,FY25Q4,2025-12-15,Modernity,57.6,262
MorningOats,US-NAT,FY26Q1,2026-03-15,Trust,65.1,283
MorningOats,US-NAT,FY26Q1,2026-03-15,Relevance,62.9,180
MorningOats,US-NAT,FY26Q1,2026-03-15,Quality,65.4,318
MorningOats,US-NAT,FY26Q1,2026-03-15,Taste,63.9,193
MorningOats,US-NAT,FY26Q1,2026-03-15,Modernity,57.3,272
MorningOats,US-NAT,FY26Q2,2026-06-15,Trust,66.3,307
MorningOats,US-NAT,FY26Q2,2026-06-15,Relevance,62.3,193
MorningOats,US-NAT,FY26Q2,2026-06-15,Quality,64.3,320
MorningOats,US-NAT,FY26Q2,2026-06-15,Taste,63.1,253
MorningOats,US-NAT,FY26Q2,2026-06-15,Modernity,57.9,304
MorningOats,LA-DMA,FY25Q1,2025-03-15,Trust,65.1,241
MorningOats,LA-DMA,FY25Q1,2025-03-15,Relevance,62.5,259
MorningOats,LA-DMA,FY25Q1,2025-03-15,Quality,65.1,284
MorningOats,LA-DMA,FY25Q1,2025-03-15,Taste,63.0,209
MorningOats,LA-DMA,FY25Q1,2025-03-15,Modernity,57.9,210
MorningOats,LA-DMA,FY25Q2,2025-06-15,Trust,66.4,219
MorningOats,LA-DMA,FY25Q2,2025-06-15,Relevance,62.0,254
MorningOats,LA-DMA,FY25Q2,2025-06-15,Quality,65.0,249
MorningOats,LA-DMA,FY25Q2,2025-06-15,Taste,63.8,303
MorningOats,LA-DMA,FY25Q2,2025-06-15,Modernity,59.2,242
MorningOats,LA-DMA,FY25Q3,2025-09-15,Trust,65.9,217
MorningOats,LA-DMA,FY25Q3,2025-09-15,Relevance,61.7,310
MorningOats,LA-DMA,FY25Q3,2025-09-15,Quality,65.6,214
MorningOats,LA-DMA,FY25Q3,2025-09-15,Taste,64.9,250
MorningOats,LA-DMA,FY25Q3,2025-09-15,Modernity,58.7,286
MorningOats,LA-DMA,FY25Q4,2025-12-15,Trust,65.6,309
MorningOats,LA-DMA,FY25Q4,2025-12-15,Relevance,61.4,180
MorningOats,LA-DMA,FY25Q4,2025-12-15,Quality,64.5,256
MorningOats,LA-DMA,FY25Q4,2025-12-15,Taste,64.8,305
MorningOats,LA-DMA,FY25Q4,2025-12-15,Modernity,58.9,294
MorningOats,LA-DMA,FY26Q1,2026-03-15,Trust,66.1,268
MorningOats,LA-DMA,FY26Q1,2026-03-15,Relevance,61.6,319
MorningOats,LA-DMA,FY26Q1,2026-03-15,Quality,64.7,262
MorningOats,LA-DMA,FY26Q1,2026-03-15,Taste,64.9,241
MorningOats,LA-DMA,FY26Q1,2026-03-15,Modernity,58.2,239
MorningOats,LA-DMA,FY26Q2,2026-06-15,Trust,66.9,285
MorningOats,LA-DMA,FY26Q2,2026-06-15,Relevance,60.9,301
MorningOats,LA-DMA,FY26Q2,2026-06-15,Quality,65.5,277
MorningOats,LA-DMA,FY26Q2,2026-06-15,Taste,63.7,218
MorningOats,LA-DMA,FY26Q2,2026-06-15,Modernity,58.0,189
MorningOats,US-MW,FY25Q1,2025-03-15,Trust,65.1,264
MorningOats,US-MW,FY25Q1,2025-03-15,Relevance,62.9,292
MorningOats,US-MW,FY25Q1,2025-03-15,Quality,64.0,296
MorningOats,US-MW,FY25Q1,2025-03-15,Taste,62.8,216
MorningOats,US-MW,FY25Q1,2025-03-15,Modernity,57.8,219
MorningOats,US-MW,FY25Q2,2025-06-15,Trust,65.0,247
MorningOats,US-MW,FY25Q2,2025-06-15,Relevance,61.6,281
MorningOats,US-MW,FY25Q2,2025-06-15,Quality,65.4,264
MorningOats,US-MW,FY25Q2,2025-06-15,Taste,64.8,316
MorningOats,US-MW,FY25Q2,2025-06-15,Modernity,57.7,261
MorningOats,US-MW,FY25Q3,2025-09-15,Trust,66.3,304
MorningOats,US-MW,FY25Q3,2025-09-15,Relevance,62.9,189
MorningOats,US-MW,FY25Q3,2025-09-15,Quality,65.3,240
MorningOats,US-MW,FY25Q3,2025-09-15,Taste,64.3,253
MorningOats,US-MW,FY25Q3,2025-09-15,Modernity,59.2,203
MorningOats,US-MW,FY25Q4,2025-12-15,Trust,65.8,205
MorningOats,US-MW,FY25Q4,2025-12-15,Relevance,62.6,205
MorningOats,US-MW,FY25Q4,2025-12-15,Quality,64.9,256
MorningOats,US-MW,FY25Q4,2025-12-15,Taste,65.0,191
MorningOats,US-MW,FY25Q4,2025-12-15,Modernity,57.6,194
MorningOats,US-MW,FY26Q1,2026-03-15,Trust,65.5,275
MorningOats,US-MW,FY26Q1,2026-03-15,Relevance,61.8,242
MorningOats,US-MW,FY26Q1,2026-03-15,Quality,65.1,226
MorningOats,US-MW,FY26Q1,2026-03-15,Taste,63.2,200
MorningOats,US-MW,FY26Q1,2026-03-15,Modernity,58.3,277
MorningOats,US-MW,FY26Q2,2026-06-15,Trust,66.3,241
MorningOats,US-MW,FY26Q2,2026-06-15,Relevance,62.0,216
MorningOats,US-MW,FY26Q2,2026-06-15,Quality,64.4,245
MorningOats,US-MW,FY26Q2,2026-06-15,Taste,63.9,182
MorningOats,US-MW,FY26Q2,2026-06-15,Modernity,59.0,299
MorningOats,US-SE,FY25Q1,2025-03-15,Trust,67.0,319
MorningOats,US-SE,FY25Q1,2025-03-15,Relevance,61.2,293
MorningOats,US-SE,FY25Q1,2025-03-15,Quality,66.1,256
MorningOats,US-SE,FY25Q1,2025-03-15,Taste,64.3,288
MorningOats,US-SE,FY25Q1,2025-03-15,Modernity,58.5,296
MorningOats,US-SE,FY25Q2,2025-06-15,Trust,66.8,230
MorningOats,US-SE,FY25Q2,2025-06-15,Relevance,63.2,303
MorningOats,US-SE,FY25Q2,2025-06-15,Quality,64.1,277
MorningOats,US-SE,FY25Q2,2025-06-15,Taste,64.2,255
MorningOats,US-SE,FY25Q2,2025-06-15,Modernity,59.2,255
MorningOats,US-SE,FY25Q3,2025-09-15,Trust,64.9,281
MorningOats,US-SE,FY25Q3,2025-09-15,Relevance,61.5,192
MorningOats,US-SE,FY25Q3,2025-09-15,Quality,66.0,307
MorningOats,US-SE,FY25Q3,2025-09-15,Taste,64.8,253
MorningOats,US-SE,FY25Q3,2025-09-15,Modernity,58.7,238
MorningOats,US-SE,FY25Q4,2025-12-15,Trust,66.3,270
MorningOats,US-SE,FY25Q4,2025-12-15,Relevance,61.3,228
MorningOats,US-SE,FY25Q4,2025-12-15,Quality,65.3,215
MorningOats,US-SE,FY25Q4,2025-12-15,Taste,64.3,190
MorningOats,US-SE,FY25Q4,2025-12-15,Modernity,57.5,292
MorningOats,US-SE,FY26Q1,2026-03-15,Trust,64.9,273
MorningOats,US-SE,FY26Q1,2026-03-15,Relevance,62.6,203
MorningOats,US-SE,FY26Q1,2026-03-15,Quality,66.0,263
MorningOats,US-SE,FY26Q1,2026-03-15,Taste,64.6,224
MorningOats,US-SE,FY26Q1,2026-03-15,Modernity,57.3,318
MorningOats,US-SE,FY26Q2,2026-06-15,Trust,66.9,273
MorningOats,US-SE,FY26Q2,2026-06-15,Relevance,62.1,249
MorningOats,US-SE,FY26Q2,2026-06-15,Quality,65.8,245
MorningOats,US-SE,FY26Q2,2026-06-15,Taste,65.0,303
MorningOats,US-SE,FY26Q2,2026-06-15,Modernity,59.1,255
MorningOats,US-NE,FY25Q1,2025-03-15,Trust,66.6,266
MorningOats,US-NE,FY25Q1,2025-03-15,Relevance,62.7,299
MorningOats,US-NE,FY25Q1,2025-03-15,Quality,66.1,216
MorningOats,US-NE,FY25Q1,2025-03-15,Taste,64.6,237
MorningOats,US-NE,FY25Q1,2025-03-15,Modernity,58.9,281
MorningOats,US-NE,FY25Q2,2025-06-15,Trust,67.1,273
MorningOats,US-NE,FY25Q2,2025-06-15,Relevance,61.0,281
MorningOats,US-NE,FY25Q2,2025-06-15,Quality,63.8,317
MorningOats,US-NE,FY25Q2,2025-06-15,Taste,63.1,274
MorningOats,US-NE,FY25Q2,2025-06-15,Modernity,58.4,247
MorningOats,US-NE,FY25Q3,2025-09-15,Trust,66.2,275
MorningOats,US-NE,FY25Q3,2025-09-15,Relevance,61.1,239
MorningOats,US-NE,FY25Q3,2025-09-15,Quality,64.9,263
MorningOats,US-NE,FY25Q3,2025-09-15,Taste,65.0,236
MorningOats,US-NE,FY25Q3,2025-09-15,Modernity,58.4,298
MorningOats,US-NE,FY25Q4,2025-12-15,Trust,67.0,257
MorningOats,US-NE,FY25Q4,2025-12-15,Relevance,62.4,209
MorningOats,US-NE,FY25Q4,2025-12-15,Quality,64.1,189
MorningOats,US-NE,FY25Q4,2025-12-15,Taste,63.5,306
MorningOats,US-NE,FY25Q4,2025-12-15,Modernity,57.1,240
MorningOats,US-NE,FY26Q1,2026-03-15,Trust,66.9,214
MorningOats,US-NE,FY26Q1,2026-03-15,Relevance,61.7,274
MorningOats,US-NE,FY26Q1,2026-03-15,Quality,65.4,318
MorningOats,US-NE,FY26Q1,2026-03-15,Taste,63.8,219
MorningOats,US-NE,FY26Q1,2026-03-15,Modernity,58.9,205
MorningOats,US-NE,FY26Q2,2026-06-15,Trust,66.8,284
MorningOats,US-NE,FY26Q2,2026-06-15,Relevance,63.1,251
MorningOats,US-NE,FY26Q2,2026-06-15,Quality,63.9,274
MorningOats,US-NE,FY26Q2,2026-06-15,Taste,63.3,293
MorningOats,US-NE,FY26Q2,2026-06-15,Modernity,59.1,272
Field & Honey,US-NAT,FY25Q1,2025-03-15,Trust,63.0,274
Field & Honey,US-NAT,FY25Q1,2025-03-15,Relevance,79.1,271
Field & Honey,US-NAT,FY25Q1,2025-03-15,Quality,71.9,250
Field & Honey,US-NAT,FY25Q1,2025-03-15,Taste,70.3,211
Field & Honey,US-NAT,FY25Q1,2025-03-15,Modernity,83.1,296
Field & Honey,US-NAT,FY25Q2,2025-06-15,Trust,63.4,234
Field & Honey,US-NAT,FY25Q2,2025-06-15,Relevance,79.7,185
Field & Honey,US-NAT,FY25Q2,2025-06-15,Quality,72.3,265
Field & Honey,US-NAT,FY25Q2,2025-06-15,Taste,70.8,212
Field & Honey,US-NAT,FY25Q2,2025-06-15,Modernity,83.1,232
Field & Honey,US-NAT,FY25Q3,2025-09-15,Trust,63.8,233
Field & Honey,US-NAT,FY25Q3,2025-09-15,Relevance,80.0,239
Field & Honey,US-NAT,FY25Q3,2025-09-15,Quality,73.4,217
Field & Honey,US-NAT,FY25Q3,2025-09-15,Taste,72.5,180
Field & Honey,US-NAT,FY25Q3,2025-09-15,Modernity,82.3,217
Field & Honey,US-NAT,FY25Q4,2025-12-15,Trust,66.4,318
Field & Honey,US-NAT,FY25Q4,2025-12-15,Relevance,79.6,224
Field & Honey,US-NAT,FY25Q4,2025-12-15,Quality,73.3,186
Field & Honey,US-NAT,FY25Q4,2025-12-15,Taste,71.3,271
Field & Honey,US-NAT,FY25Q4,2025-12-15,Modernity,83.9,240
Field & Honey,US-NAT,FY26Q1,2026-03-15,Trust,65.8,184
Field & Honey,US-NAT,FY26Q1,2026-03-15,Relevance,79.8,193
Field & Honey,US-NAT,FY26Q1,2026-03-15,Quality,73.7,287
Field & Honey,US-NAT,FY26Q1,2026-03-15,Taste,72.7,196
Field & Honey,US-NAT,FY26Q1,2026-03-15,Modernity,83.5,272
Field & Honey,US-NAT,FY26Q2,2026-06-15,Trust,66.0,207
Field & Honey,US-NAT,FY26Q2,2026-06-15,Relevance,80.9,236
Field & Honey,US-NAT,FY26Q2,2026-06-15,Quality,76.1,191
Field & Honey,US-NAT,FY26Q2,2026-06-15,Taste,73.5,313
Field & Honey,US-NAT,FY26Q2,2026-06-15,Modernity,83.5,187
Field & Honey,LA-DMA,FY25Q1,2025-03-15,Trust,62.9,302
Field & Honey,LA-DMA,FY25Q1,2025-03-15,Relevance,79.8,289
Field & Honey,LA-DMA,FY25Q1,2025-03-15,Quality,73.4,305
Field & Honey,LA-DMA,FY25Q1,2025-03-15,Taste,71.5,293
Field & Honey,LA-DMA,FY25Q1,2025-03-15,Modernity,81.0,200
Field & Honey,LA-DMA,FY25Q2,2025-06-15,Trust,64.0,217
Field & Honey,LA-DMA,FY25Q2,2025-06-15,Relevance,78.4,250
Field & Honey,LA-DMA,FY25Q2,2025-06-15,Quality,73.7,320
Field & Honey,LA-DMA,FY25Q2,2025-06-15,Taste,71.9,277
Field & Honey,LA-DMA,FY25Q2,2025-06-15,Modernity,83.6,315
Field & Honey,LA-DMA,FY25Q3,2025-09-15,Trust,64.3,309
Field & Honey,LA-DMA,FY25Q3,2025-09-15,Relevance,80.1,205
Field & Honey,LA-DMA,FY25Q3,2025-09-15,Quality,74.5,209
Field & Honey,LA-DMA,FY25Q3,2025-09-15,Taste,72.6,235
Field & Honey,LA-DMA,FY25Q3,2025-09-15,Modernity,82.6,238
Field & Honey,LA-DMA,FY25Q4,2025-12-15,Trust,65.0,296
Field & Honey,LA-DMA,FY25Q4,2025-12-15,Relevance,80.0,204
Field & Honey,LA-DMA,FY25Q4,2025-12-15,Quality,73.8,260
Field & Honey,LA-DMA,FY25Q4,2025-12-15,Taste,72.6,275
Field & Honey,LA-DMA,FY25Q4,2025-12-15,Modernity,84.3,301
Field & Honey,LA-DMA,FY26Q1,2026-03-15,Trust,64.6,201
Field & Honey,LA-DMA,FY26Q1,2026-03-15,Relevance,79.6,204
Field & Honey,LA-DMA,FY26Q1,2026-03-15,Quality,75.2,275
Field & Honey,LA-DMA,FY26Q1,2026-03-15,Taste,73.3,195
Field & Honey,LA-DMA,FY26Q1,2026-03-15,Modernity,83.8,264
Field & Honey,LA-DMA,FY26Q2,2026-06-15,Trust,66.4,285
Field & Honey,LA-DMA,FY26Q2,2026-06-15,Relevance,80.6,288
Field & Honey,LA-DMA,FY26Q2,2026-06-15,Quality,75.9,193
Field & Honey,LA-DMA,FY26Q2,2026-06-15,Taste,74.1,259
Field & Honey,LA-DMA,FY26Q2,2026-06-15,Modernity,83.6,309
Field & Honey,US-MW,FY25Q1,2025-03-15,Trust,63.3,303
Field & Honey,US-MW,FY25Q1,2025-03-15,Relevance,78.3,207
Field & Honey,US-MW,FY25Q1,2025-03-15,Quality,72.6,274
Field & Honey,US-MW,FY25Q1,2025-03-15,Taste,70.1,251
Field & Honey,US-MW,FY25Q1,2025-03-15,Modernity,82.2,289
Field & Honey,US-MW,FY25Q2,2025-06-15,Trust,65.2,186
Field & Honey,US-MW,FY25Q2,2025-06-15,Relevance,79.7,248
Field & Honey,US-MW,FY25Q2,2025-06-15,Quality,72.3,249
Field & Honey,US-MW,FY25Q2,2025-06-15,Taste,71.9,259
Field & Honey,US-MW,FY25Q2,2025-06-15,Modernity,83.4,269
Field & Honey,US-MW,FY25Q3,2025-09-15,Trust,63.6,216
Field & Honey,US-MW,FY25Q3,2025-09-15,Relevance,80.0,282
Field & Honey,US-MW,FY25Q3,2025-09-15,Quality,72.8,187
Field & Honey,US-MW,FY25Q3,2025-09-15,Taste,70.8,315
Field & Honey,US-MW,FY25Q3,2025-09-15,Modernity,82.1,287
Field & Honey,US-MW,FY25Q4,2025-12-15,Trust,65.1,220
Field & Honey,US-MW,FY25Q4,2025-12-15,Relevance,79.9,263
Field & Honey,US-MW,FY25Q4,2025-12-15,Quality,74.9,201
Field & Honey,US-MW,FY25Q4,2025-12-15,Taste,73.1,219
Field & Honey,US-MW,FY25Q4,2025-12-15,Modernity,82.4,192
Field & Honey,US-MW,FY26Q1,2026-03-15,Trust,66.0,249
Field & Honey,US-MW,FY26Q1,2026-03-15,Relevance,80.5,288
Field & Honey,US-MW,FY26Q1,2026-03-15,Quality,74.6,293
Field & Honey,US-MW,FY26Q1,2026-03-15,Taste,72.4,235
Field & Honey,US-MW,FY26Q1,2026-03-15,Modernity,84.2,209
Field & Honey,US-MW,FY26Q2,2026-06-15,Trust,65.6,208
Field & Honey,US-MW,FY26Q2,2026-06-15,Relevance,80.5,304
Field & Honey,US-MW,FY26Q2,2026-06-15,Quality,75.1,258
Field & Honey,US-MW,FY26Q2,2026-06-15,Taste,71.9,281
Field & Honey,US-MW,FY26Q2,2026-06-15,Modernity,85.2,194
Field & Honey,US-SE,FY25Q1,2025-03-15,Trust,62.8,257
Field & Honey,US-SE,FY25Q1,2025-03-15,Relevance,80.1,215
Field & Honey,US-SE,FY25Q1,2025-03-15,Quality,73.6,254
Field & Honey,US-SE,FY25Q1,2025-03-15,Taste,70.6,181
Field & Honey,US-SE,FY25Q1,2025-03-15,Modernity,82.0,290
Field & Honey,US-SE,FY25Q2,2025-06-15,Trust,63.6,277
Field & Honey,US-SE,FY25Q2,2025-06-15,Relevance,79.5,238
Field & Honey,US-SE,FY25Q2,2025-06-15,Quality,73.4,270
Field & Honey,US-SE,FY25Q2,2025-06-15,Taste,70.4,190
Field & Honey,US-SE,FY25Q2,2025-06-15,Modernity,82.2,297
Field & Honey,US-SE,FY25Q3,2025-09-15,Trust,65.8,260
Field & Honey,US-SE,FY25Q3,2025-09-15,Relevance,80.0,283
Field & Honey,US-SE,FY25Q3,2025-09-15,Quality,74.3,286
Field & Honey,US-SE,FY25Q3,2025-09-15,Taste,71.3,283
Field & Honey,US-SE,FY25Q3,2025-09-15,Modernity,81.7,263
Field & Honey,US-SE,FY25Q4,2025-12-15,Trust,64.4,297
Field & Honey,US-SE,FY25Q4,2025-12-15,Relevance,81.0,272
Field & Honey,US-SE,FY25Q4,2025-12-15,Quality,73.2,207
Field & Honey,US-SE,FY25Q4,2025-12-15,Taste,71.6,282
Field & Honey,US-SE,FY25Q4,2025-12-15,Modernity,83.3,281
Field & Honey,US-SE,FY26Q1,2026-03-15,Trust,66.5,266
Field & Honey,US-SE,FY26Q1,2026-03-15,Relevance,79.9,223
Field & Honey,US-SE,FY26Q1,2026-03-15,Quality,73.6,209
Field & Honey,US-SE,FY26Q1,2026-03-15,Taste,72.7,229
Field & Honey,US-SE,FY26Q1,2026-03-15,Modernity,84.6,269
Field & Honey,US-SE,FY26Q2,2026-06-15,Trust,65.6,217
Field & Honey,US-SE,FY26Q2,2026-06-15,Relevance,80.4,217
Field & Honey,US-SE,FY26Q2,2026-06-15,Quality,74.4,224
Field & Honey,US-SE,FY26Q2,2026-06-15,Taste,73.2,199
Field & Honey,US-SE,FY26Q2,2026-06-15,Modernity,83.2,306
Field & Honey,US-NE,FY25Q1,2025-03-15,Trust,63.9,294
Field & Honey,US-NE,FY25Q1,2025-03-15,Relevance,79.4,262
Field & Honey,US-NE,FY25Q1,2025-03-15,Quality,73.9,260
Field & Honey,US-NE,FY25Q1,2025-03-15,Taste,70.2,197
Field & Honey,US-NE,FY25Q1,2025-03-15,Modernity,81.9,257
Field & Honey,US-NE,FY25Q2,2025-06-15,Trust,65.1,194
Field & Honey,US-NE,FY25Q2,2025-06-15,Relevance,79.0,198
Field & Honey,US-NE,FY25Q2,2025-06-15,Quality,72.9,295
Field & Honey,US-NE,FY25Q2,2025-06-15,Taste,70.3,274
Field & Honey,US-NE,FY25Q2,2025-06-15,Modernity,83.2,199
Field & Honey,US-NE,FY25Q3,2025-09-15,Trust,65.1,203
Field & Honey,US-NE,FY25Q3,2025-09-15,Relevance,80.1,309
Field & Honey,US-NE,FY25Q3,2025-09-15,Quality,73.5,190
Field & Honey,US-NE,FY25Q3,2025-09-15,Taste,71.7,228
Field & Honey,US-NE,FY25Q3,2025-09-15,Modernity,82.4,301
Field & Honey,US-NE,FY25Q4,2025-12-15,Trust,65.2,195
Field & Honey,US-NE,FY25Q4,2025-12-15,Relevance,80.1,267
Field & Honey,US-NE,FY25Q4,2025-12-15,Quality,75.4,201
Field & Honey,US-NE,FY25Q4,2025-12-15,Taste,72.2,224
Field & Honey,US-NE,FY25Q4,2025-12-15,Modernity,82.1,292
Field & Honey,US-NE,FY26Q1,2026-03-15,Trust,66.8,314
Field & Honey,US-NE,FY26Q1,2026-03-15,Relevance,80.7,220
Field & Honey,US-NE,FY26Q1,2026-03-15,Quality,74.3,252
Field & Honey,US-NE,FY26Q1,2026-03-15,Taste,72.3,266
Field & Honey,US-NE,FY26Q1,2026-03-15,Modernity,84.0,193
Field & Honey,US-NE,FY26Q2,2026-06-15,Trust,66.7,265
Field & Honey,US-NE,FY26Q2,2026-06-15,Relevance,80.0,204
Field & Honey,US-NE,FY26Q2,2026-06-15,Quality,75.1,278
Field & Honey,US-NE,FY26Q2,2026-06-15,Taste,72.5,218
Field & Honey,US-NE,FY26Q2,2026-06-15,Modernity,83.6,216
Cheerios,US-NAT,FY25Q1,2025-03-15,Trust,82.0,259
Cheerios,US-NAT,FY25Q1,2025-03-15,Relevance,65.1,280
Cheerios,US-NAT,FY25Q1,2025-03-15,Quality,74.1,201
Cheerios,US-NAT,FY25Q1,2025-03-15,Taste,69.5,276
Cheerios,US-NAT,FY25Q1,2025-03-15,Modernity,48.3,264
Cheerios,US-NAT,FY25Q2,2025-06-15,Trust,81.8,314
Cheerios,US-NAT,FY25Q2,2025-06-15,Relevance,63.0,288
Cheerios,US-NAT,FY25Q2,2025-06-15,Quality,75.0,184
Cheerios,US-NAT,FY25Q2,2025-06-15,Taste,69.7,226
Cheerios,US-NAT,FY25Q2,2025-06-15,Modernity,49.1,267
Cheerios,US-NAT,FY25Q3,2025-09-15,Trust,82.1,304
Cheerios,US-NAT,FY25Q3,2025-09-15,Relevance,63.3,215
Cheerios,US-NAT,FY25Q3,2025-09-15,Quality,74.2,255
Cheerios,US-NAT,FY25Q3,2025-09-15,Taste,70.8,205
Cheerios,US-NAT,FY25Q3,2025-09-15,Modernity,48.0,318
Cheerios,US-NAT,FY25Q4,2025-12-15,Trust,81.8,314
Cheerios,US-NAT,FY25Q4,2025-12-15,Relevance,62.9,266
Cheerios,US-NAT,FY25Q4,2025-12-15,Quality,75.9,213
Cheerios,US-NAT,FY25Q4,2025-12-15,Taste,70.2,219
Cheerios,US-NAT,FY25Q4,2025-12-15,Modernity,47.2,222
Cheerios,US-NAT,FY26Q1,2026-03-15,Trust,81.5,191
Cheerios,US-NAT,FY26Q1,2026-03-15,Relevance,63.8,240
Cheerios,US-NAT,FY26Q1,2026-03-15,Quality,76.1,252
Cheerios,US-NAT,FY26Q1,2026-03-15,Taste,70.6,294
Cheerios,US-NAT,FY26Q1,2026-03-15,Modernity,47.4,241
Cheerios,US-NAT,FY26Q2,2026-06-15,Trust,80.5,300
Cheerios,US-NAT,FY26Q2,2026-06-15,Relevance,65.0,229
Cheerios,US-NAT,FY26Q2,2026-06-15,Quality,74.7,292
Cheerios,US-NAT,FY26Q2,2026-06-15,Taste,69.9,252
Cheerios,US-NAT,FY26Q2,2026-06-15,Modernity,48.7,308
Cheerios,LA-DMA,FY25Q1,2025-03-15,Trust,81.1,221
Cheerios,LA-DMA,FY25Q1,2025-03-15,Relevance,64.8,215
Cheerios,LA-DMA,FY25Q1,2025-03-15,Quality,75.9,193
Cheerios,LA-DMA,FY25Q1,2025-03-15,Taste,70.3,275
Cheerios,LA-DMA,FY25Q1,2025-03-15,Modernity,48.1,206
Cheerios,LA-DMA,FY25Q2,2025-06-15,Trust,81.5,312
Cheerios,LA-DMA,FY25Q2,2025-06-15,Relevance,64.8,252
Cheerios,LA-DMA,FY25Q2,2025-06-15,Quality,74.0,221
Cheerios,LA-DMA,FY25Q2,2025-06-15,Taste,69.5,311
Cheerios,LA-DMA,FY25Q2,2025-06-15,Modernity,47.2,291
Cheerios,LA-DMA,FY25Q3,2025-09-15,Trust,80.0,236
Cheerios,LA-DMA,FY25Q3,2025-09-15,Relevance,64.8,269
Cheerios,LA-DMA,FY25Q3,2025-09-15,Quality,76.0,286
Cheerios,LA-DMA,FY25Q3,2025-09-15,Taste,68.9,308
Cheerios,LA-DMA,FY25Q3,2025-09-15,Modernity,47.7,278
Cheerios,LA-DMA,FY25Q4,2025-12-15,Trust,82.2,275
Cheerios,LA-DMA,FY25Q4,2025-12-15,Relevance,63.3,261
Cheerios,LA-DMA,FY25Q4,2025-12-15,Quality,76.0,265
Cheerios,LA-DMA,FY25Q4,2025-12-15,Taste,70.7,215
Cheerios,LA-DMA,FY25Q4,2025-12-15,Modernity,46.9,300
Cheerios,LA-DMA,FY26Q1,2026-03-15,Trust,81.5,215
Cheerios,LA-DMA,FY26Q1,2026-03-15,Relevance,64.6,300
Cheerios,LA-DMA,FY26Q1,2026-03-15,Quality,74.9,181
Cheerios,LA-DMA,FY26Q1,2026-03-15,Taste,71.0,184
Cheerios,LA-DMA,FY26Q1,2026-03-15,Modernity,47.4,218
Cheerios,LA-DMA,FY26Q2,2026-06-15,Trust,81.1,315
Cheerios,LA-DMA,FY26Q2,2026-06-15,Relevance,63.8,253
Cheerios,LA-DMA,FY26Q2,2026-06-15,Quality,74.4,211
Cheerios,LA-DMA,FY26Q2,2026-06-15,Taste,68.9,287
Cheerios,LA-DMA,FY26Q2,2026-06-15,Modernity,48.3,297
Cheerios,US-MW,FY25Q1,2025-03-15,Trust,80.0,307
Cheerios,US-MW,FY25Q1,2025-03-15,Relevance,64.2,184
Cheerios,US-MW,FY25Q1,2025-03-15,Quality,75.3,241
Cheerios,US-MW,FY25Q1,2025-03-15,Taste,70.5,254
Cheerios,US-MW,FY25Q1,2025-03-15,Modernity,47.8,270
Cheerios,US-MW,FY25Q2,2025-06-15,Trust,80.4,286
Cheerios,US-MW,FY25Q2,2025-06-15,Relevance,63.2,201
Cheerios,US-MW,FY25Q2,2025-06-15,Quality,75.1,272
Cheerios,US-MW,FY25Q2,2025-06-15,Taste,69.0,314
Cheerios,US-MW,FY25Q2,2025-06-15,Modernity,48.1,309
Cheerios,US-MW,FY25Q3,2025-09-15,Trust,81.1,279
Cheerios,US-MW,FY25Q3,2025-09-15,Relevance,64.9,191
Cheerios,US-MW,FY25Q3,2025-09-15,Quality,75.3,275
Cheerios,US-MW,FY25Q3,2025-09-15,Taste,69.4,184
Cheerios,US-MW,FY25Q3,2025-09-15,Modernity,47.7,197
Cheerios,US-MW,FY25Q4,2025-12-15,Trust,80.6,206
Cheerios,US-MW,FY25Q4,2025-12-15,Relevance,64.7,265
Cheerios,US-MW,FY25Q4,2025-12-15,Quality,74.1,270
Cheerios,US-MW,FY25Q4,2025-12-15,Taste,70.1,224
Cheerios,US-MW,FY25Q4,2025-12-15,Modernity,48.8,298
Cheerios,US-MW,FY26Q1,2026-03-15,Trust,82.2,302
